,spring-petclinic-config-server.org.springframework.samples.petclinic.config.ConfigServerApplication,spring-petclinic-discovery-server.org.springframework.samples.petclinic.discovery.DiscoveryServerApplication,spring-petclinic-admin-server.org.springframework.samples.petclinic.admin.SpringBootAdminApplication,spring-petclinic-vets-service.org.springframework.samples.petclinic.vets.model.Specialty,spring-petclinic-vets-service.org.springframework.samples.petclinic.vets.model.Vet,spring-petclinic-vets-service.org.springframework.samples.petclinic.vets.model.VetRepository,spring-petclinic-vets-service.org.springframework.samples.petclinic.vets.system.CacheConfig,spring-petclinic-vets-service.org.springframework.samples.petclinic.vets.system.VetsProperties$Cache,spring-petclinic-vets-service.org.springframework.samples.petclinic.vets.system.VetsProperties,spring-petclinic-vets-service.org.springframework.samples.petclinic.vets.web.VetResource,spring-petclinic-vets-service.org.springframework.samples.petclinic.vets.VetsServiceApplication,spring-petclinic-api-gateway.org.springframework.samples.petclinic.api.application.CustomersServiceClient,spring-petclinic-api-gateway.org.springframework.samples.petclinic.api.application.VisitsServiceClient,spring-petclinic-api-gateway.org.springframework.samples.petclinic.api.boundary.web.ApiGatewayController,spring-petclinic-api-gateway.org.springframework.samples.petclinic.api.dto.OwnerDetails,spring-petclinic-api-gateway.org.springframework.samples.petclinic.api.dto.PetDetails,spring-petclinic-api-gateway.org.springframework.samples.petclinic.api.dto.PetType,spring-petclinic-api-gateway.org.springframework.samples.petclinic.api.dto.VisitDetails,spring-petclinic-api-gateway.org.springframework.samples.petclinic.api.dto.Visits,spring-petclinic-api-gateway.org.springframework.samples.petclinic.api.ApiGatewayApplication,spring-petclinic-customers-service.org.springframework.samples.petclinic.customers.model.Owner,spring-petclinic-customers-service.org.springframework.samples.petclinic.customers.model.OwnerRepository,spring-petclinic-customers-service.org.springframework.samples.petclinic.customers.model.Pet,spring-petclinic-customers-service.org.springframework.samples.petclinic.customers.model.PetRepository,spring-petclinic-customers-service.org.springframework.samples.petclinic.customers.model.PetType,spring-petclinic-customers-service.org.springframework.samples.petclinic.customers.web.OwnerResource,spring-petclinic-customers-service.org.springframework.samples.petclinic.customers.web.PetDetails,spring-petclinic-customers-service.org.springframework.samples.petclinic.customers.web.PetRequest,spring-petclinic-customers-service.org.springframework.samples.petclinic.customers.web.PetResource,spring-petclinic-customers-service.org.springframework.samples.petclinic.customers.web.ResourceNotFoundException,spring-petclinic-customers-service.org.springframework.samples.petclinic.customers.CustomersServiceApplication,spring-petclinic-visits-service.org.springframework.samples.petclinic.visits.model.Visit,spring-petclinic-visits-service.org.springframework.samples.petclinic.visits.model.VisitRepository,spring-petclinic-visits-service.org.springframework.samples.petclinic.visits.web.VisitResource$Visits,spring-petclinic-visits-service.org.springframework.samples.petclinic.visits.web.VisitResource,spring-petclinic-visits-service.org.springframework.samples.petclinic.visits.VisitsServiceApplication
830,8,8,4,4,4,4,4,4,4,4,4,4,9,9,9,10,10,10,10,10,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6
831,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1
832,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
833,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,12,9
834,12,12,12,12,12,12,12,12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,6,6,6,6,6,6,6
835,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,12,12,12,12,12,12,6,6,6,6,6,6,6,6,6,6,6
836,6,6,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,1
837,12,12,12,12,12,12,12,12,12,12,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
838,6,6,6,6,6,6,6,6,6,6,6,6,6,12,6,6,6,6,6,6,6,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
839,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
840,6,6,6,6,6,6,6,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,6,6,6,12,6,11,11,11,11,11,11,11,11
841,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,12,12,12,12,12,12,12,12,12,12,12,12
842,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
843,12,12,12,12,12,12,6,6,6,6,6,6,6,6,6,6,6,6,11,11,11,11,11,11,11,11,11,11,11,11,11,11,6,6,6,6
844,6,6,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
845,11,4,4,4,2,2,2,2,2,2,2,6,6,6,6,6,6,6,3,6,6,12,12,12,12,8,12,12,12,12,12,12,12,12,12,12
846,12,12,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,3,3,3,3,3,3,6,6,6,6,6,6,9,9,9,9,9,4,4
847,9,9,9,9,9,9,9,9,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,9,9,9,9,9,9,9,9
848,9,9,9,9,6,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,9,9,9,9,9,9,9,9
849,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
850,9,12,12,12,5,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
851,12,12,12,12,12,12,12,12,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,6,9,9,9,12,12,12,12,12,12
852,6,12,12,12,12,12,12,12,12,12,12,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,9,9
853,9,9,9,9,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,6,9,5,9,9,9,9,9,9,9,9
854,9,9,9,9,9,9,9,9,9,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
855,12,12,12,9,9,9,9,9,9,9,9,9,9,9,5,9,9,9,9,9,9,9,12,12,12,12,12,9,9,9,9,9,9,9,9,9
856,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,2,9,12,12,12,12
857,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,8,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,9
858,12,12,12,12,12,1,12,12,12,8,12,12,12,12,12,12,12,12,4,4,4,4,4,4,4,4,9,3,9,12,12,12,12,12,12,12
859,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,3,3,3,3,3,3,3,3,3,3,3,3
860,3,3,3,3,3,3,3,3,3,3,3,3,3,3,12,12,12,3,3,3,12,12,12,12,12,12,12,12,12,12,12,12,3,3,3,3
861,3,3,3,3,12,12,3,3,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
862,12,12,12,12,12,12,12,12,12,8,12,12,12,12,12,12,12,12,12,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9
863,9,9,9,9,9,9,9,9,9,9,9,9,9,10,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3
864,3,3,3,3,3,3,6,6,6,6,6,6,6,6,6,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
865,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
866,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,12,12,12,12,12,9,9,9,11,9,9,9,9,9
867,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,6,6,6,6,6
868,6,6,6,9,5,9,9,9,3,3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
869,9,9,9,9,7,9,9,9,9,9,9,9,9,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
870,3,3,3,3,3,3,3,3,1,9,9,9,9,9,9,9,9,9,9,9,9,9,3,3,3,3,3,3,3,3,3,1,1,1,1,1
871,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
872,9,8,9,9,5,9,9,9,9,9,9,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
873,3,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
874,12,9,9,8,8,8,8,8,8,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,12,12,12,12,12,9,9,9,9
875,9,9,9,9,9,9,9,9,9,9,9,9,9,9,6,9,9,9,9,9,9,9,9,7,3,3,3,3,3,3,3,3,3,3,3,3
876,3,3,3,3,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9
877,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
878,3,11,11,11,11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9
879,9,9,9,9,9,9,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
880,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
881,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,12,3,7,3,12,3,3,3,3,3,3,3,3,3,3
882,3,3,3,3,3,3,3,3,12,12,12,12,12,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5
883,3,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,8,3,3,3,3,3,3,9,3,3,3,7,3
884,3,3,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,12,12,12,12,3,3,3,3,3,3,3,3,3,3,3,3,3,3
885,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,3,3,3,3
886,3,3,3,3,3,3,7,7,7,12,12,12,12,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,12,12,12,12,10,12,12
887,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
888,6,6,6,6,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
889,6,6,6,6,6,6,6,6,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,6,6,6,6,6,10,6,6,6,6
890,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,12,12,12,12,12,12,12,12,12,12,12,12,12,12
891,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,6,12,12,12,6,6,6,6,6,9,9,9,9,6,9,9,2,6,6
892,6,4,6,6,6,6,6,9,9,9,9,9,9,9,9,9,9,9,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6
893,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,12,12,12,12,12,12,12,12,12,12,12,7,7,7,7,7
894,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6
895,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
896,6,6,6,6,6,6,9,9,9,9,9,9,9,9,9,9,9,9,9,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9,9
897,9,9,9,9,9,9,9,9,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9
898,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
899,7,7,7,12,7,7,12,12,12,12,12,3,12,12,12,12,12,12,12,12,12,12,12,12,12,6,12,12,12,12,12,12,12,12,12,12
900,5,5,10,13,13,7,7,5,5,5,15,14,14,14,5,5,5,4,15,14,14,7,5,5,5,15,14,14,14,5,5,5,15,16,16,14
901,8,5,5,5,15,14,14,14,5,5,5,15,15,16,14,8,5,5,5,15,6,14,14,5,5,5,15,15,14,14,14,5,5,5,15,14
902,14,16,10,10,10,3,3,2,2,6,6,6,11,14,14,11,8,10,10,13,13,14,7,5,5,5,1,14,14,14,5,5,5,5,14,14
903,9,9,10,7,7,7,7,5,10,10,16,14,14,4,5,5,5,14,14,13,16,10,10,7,7,7,7,7,1,1,1,2,2,14,14,10
904,10,4,13,8,8,8,6,6,5,5,5,5,5,10,16,16,16,14,7,7,7,7,7,7,7,1,1,1,11,11,11,5,5,5,5,5
905,14,15,15,15,16,8,7,7,7,7,7,7,7,3,16,6,11,11,11,11,11,15,12,8,8,8,8,7,7,7,6,6,5,5,5,5
906,15,15,10,8,8,8,7,7,7,7,3,1,1,1,11,11,5,5,5,5,5,14,14,16,16,9,7,7,7,7,7,1,1,1,10,11
907,11,11,11,5,5,5,14,14,14,9,9,8,8,7,7,7,7,2,5,5,5,5,16,16,16,8,8,8,7,7,7,3,3,16,16,1
908,11,11,11,14,5,5,5,5,5,14,16,10,10,9,7,7,14,7,7,6,3,14,11,5,5,5,5,5,15,15,16,8,7,9,9,7
909,7,7,16,16,16,11,14,5,5,5,5,5,14,14,14,15,9,9,7,7,7,7,7,1,1,1,2,2,12,5,5,5,5,14,10,10
910,16,16,7,7,7,7,1,7,14,16,16,10,12,12,12,12,11,10,10,16,16,3,3,5,5,5,5,14,15,15,15,14,14,7,7,7
911,7,7,14,3,10,10,11,14,14,11,11,10,12,14,14,4,15,15,16,8,8,8,7,7,2,5,5,5,5,16,15,15,16,8,8,8
912,7,7,3,3,3,1,1,11,14,11,11,5,5,5,5,15,15,15,16,9,7,7,7,7,7,7,7,11,11,11,5,5,5,5,14,15
913,15,7,7,7,7,7,7,2,1,1,16,16,2,12,5,5,5,5,5,15,16,16,16,8,7,7,7,2,2,14,14,15,15,15,11,14
914,14,5,15,15,16,16,16,1,1,9,2,2,5,5,5,15,15,15,14,14,9,9,9,7,7,7,1,16,11,5,5,5,5,10,15,14
915,14,8,5,5,5,5,14,1,10,16,16,14,7,7,6,6,6,16,16,15,11,12,12,12,12,15,15,6,8,6,9,9,9,14,1,1
916,16,13,3,3,12,5,5,5,15,15,16,16,16,7,7,7,7,7,6,6,2,14,14,5,10,10,12,6,7,7,7,7,7,3,16,1
917,1,13,13,13,13,13,13,6,12,5,5,5,5,16,10,14,14,8,8,7,7,7,7,1,1,1,5,14,14,11,10,10,8,7,7,7
918,3,2,5,5,5,5,15,14,14,10,8,7,7,7,7,1,1,1,15,14,14,10,10,10,11,11,5,5,5,5,1,1,14,15,15,5
919,5,5,7,10,10,10,7,7,7,3,3,3,3,12,12,12,5,5,5,5,10,10,16,7,7,7,1,7,7,14,14,14,5,5,5,5
920,14,15,15,9,7,7,7,7,2,2,2,5,5,5,5,10,10,8,8,9,9,7,7,7,1,11,11,11,11,10,10,13,5,8,7,7
921,7,3,3,1,16,16,14,5,5,5,5,8,8,8,7,7,7,7,7,7,3,14,11,11,5,5,5,14,16,10,8,7,7,9,9,9
922,3,14,14,5,5,5,5,14,16,10,10,9,7,7,7,7,7,1,1,16,11,5,5,5,5,15,10,16,8,8,8,7,7,2,2,16
923,16,10,11,14,11,12,12,5,5,5,5,5,1,16,16,15,7,7,7,7,7,2,2,14,5,5,5,14,14,14,10,10,8,7,7,7
924,7,1,1,1,1,10,10,13,12,12,12,5,2,5,5,14,16,6,16,8,7,7,7,7,7,3,3,2,2,11,11,11,11,11,11,5
925,5,5,1,1,16,16,8,7,7,7,7,8,8,6,14,11,5,5,5,12,11,15,15,15,9,7,7,7,7,1,1,5,5,5,5,15
926,15,14,8,8,9,7,7,7,7,1,1,11,11,11,11,11,12,14,8,8,8,7,7,3,3,5,5,5,14,10,10,15,14,14,5,5
927,1,1,14,16,16,10,10,14,14,7,15,6,2,2,2,2,1,14,12,12,12,12,12,14,9,10,1,14,7,3,3,6,14,14,15,15
928,15,16,16,8,15,7,7,7,6,6,7,3,11,11,12,12,12,14,12,10,10,7,7,7,6,6,2,5,14,14,15,15,14,14,14,9
929,9,3,7,14,1,10,5,14,14,16,10,10,1,7,8,3,3,3,16,7,11,11,11,5,5,5,5,15,15,15,16,16,8,15,15,15
930,8,8,10,6,3,11,11,11,11,11,11,14,5,5,5,5,14,14,16,10,10,7,7,7,7,7,6,14,11,11,11,11,11,11,12,12
931,7,7,9,9,3,14,5,5,5,5,14,14,10,8,8,7,7,7,7,7,1,11,5,5,5,5,15,10,16,8,7,9,9,7,7,1
932,1,1,15,5,5,5,5,15,15,8,8,7,7,7,7,7,1,1,14,5,5,7,5,5,10,10,15,7,7,7,7,7,7,7,10,10
933,5,5,5,5,5,10,8,8,9,7,7,7,1,1,15,15,14,10,10,12,12,13,13,12,12,1,1,1,16,16,16,4,10,8,8,15
934,15,7,16,16,16,4,14,15,9,7,12,6,3,3,3,12,3,3,3,3,3,11,12,12,12,11,11,14,4,10,5,5,5,5,10,16
935,14,14,9,9,7,7,7,15,16,14,14,10,10,12,12,12,12,6,3,14,14,10,10,5,5,5,5,10,14,14,8,7,9,7,7,7
936,7,1,11,14,11,11,12,12,12,11,11,11,11,14,4,4,4,5,5,5,5,5,14,15,15,9,7,7,7,4,7,7,16,11,11,11
937,12,12,11,11,3,3,4,4,4,4,4,16,4,8,8,8,8,9,9,9,16,3,1,5,9,5,5,5,14,14,9,9,7,7,7,7
938,3,1,1,10,10,11,11,11,12,12,6,5,16,5,16,16,16,10,8,3,7,7,7,7,1,1,1,5,5,5,5,10,15,14,8,8
939,9,9,7,3,1,1,4,13,5,5,5,14,14,10,9,7,7,7,3,3,16,14,14,10,10,14,12,12,6,6,6,1,1,16,16,14
940,15,15,7,7,14,9,9,9,1,1,1,3,16,16,12,12,5,5,5,5,7,16,16,16,8,7,7,7,9,8,14,1,1,1,11,14
941,11,6,6,6,6,11,4,4,4,5,5,5,5,14,16,16,8,7,7,7,9,9,3,3,11,11,12,12,12,12,12,12,12,4,4,4
942,4,4,4,4,8,16,16,15,5,5,5,5,16,16,16,8,7,7,7,7,16,16,15,11,11,11,13,13,13,12,12,1,1,14,4,10
943,5,5,5,15,15,16,16,7,9,9,7,7,8,1,15,5,9,5,10,10,11,15,7,7,7,3,3,3,1,1,1,14,15,13,12,12
944,6,6,3,3,16,5,5,5,5,15,16,16,8,8,7,7,7,7,16,16,1,1,11,12,12,12,12,5,5,1,1,16,16,2,8,8
945,8,8,7,16,16,7,5,15,15,13,8,8,5,5,14,11,10,8,14,5,15,10,8,14,14,5,15,16,14,16,10,5,5,14,16,16
946,5,1,1,15,16,16,5,5,15,15,14,8,7,5,15,3,16,1,5,5,15,15,13,8,6,5,5,15,14,16,16,5,5,15,8,8
947,8,7,7,15,9,16,14,5,15,15,8,8,8,9,5,5,14,16,16,5,5,5,8,8,8,7,7,7,7,1,1,1,5,5,12,14
948,13,8,6,6,7,3,3,1,14,5,5,10,12,16,14,5,5,1,1,14,9,9,15,14,14,10,10,9,14,9,1,1,1,14,15,10
949,10,14,14,5,15,1,16,5,5,15,15,14,14,5,5,5,14,14,1,5,5,5,15,10,10,5,5,9,15,16,14,5,5,15,14,14
950,8,5,5,15,14,16,5,5,5,15,16,8,5,5,13,14,14,1,5,5,15,15,16,5,5,5,15,16,14,5,5,5,15,3,8,8
951,5,4,15,15,10,16,5,5,15,15,13,8,12,6,15,15,14,16,5,5,15,15,15,8,8,2,2,3,1,1,5,5,15,15,14,8
952,8,6,6,3,14,1,1,10,14,14,14,10,5,5,14,15,15,9,5,5,5,15,15,14,14,5,5,15,14,16,5,5,5,15,14,8
953,8,8,7,7,3,1,1,5,14,15,15,16,5,5,5,15,1,14,14,5,10,16,14,14,10,10,5,14,16,10,1,14,14,15,10,16
954,5,5,15,10,1,14,5,5,15,15,13,8,6,5,5,11,11,14,10,10,5,5,3,13,10,8,7,2,2,6,12,12,12,15,15,12
955,12,2,3,3,12,12,12,6,15,3,6,6,1,5,15,15,10,16,14,5,12,10,16,14,5,15,15,14,14,5,5,15,6,14,14,5
956,5,5,14,14,16,5,5,15,15,8,8,8,5,15,15,4,14,12,10,15,15,12,12,10,2,2,3,16,5,5,4,14,15,15,8,8
957,7,7,7,7,5,10,10,14,14,15,10,10,8,6,3,1,1,5,1,10,16,14,5,10,10,8,4,7,7,7,7,1,1,1,5,16
958,16,5,5,10,8,8,9,9,5,5,1,1,1,14,16,5,5,15,8,3,1,1,5,5,16,16,10,10,15,15,14,8,7,7,7,14
959,15,10,5,5,16,15,15,12,12,12,2,15,2,4,1,5,5,15,13,16,5,5,5,14,14,16,5,5,5,14,13,10,5,5,15,15
960,3,14,5,5,15,15,14,12,5,5,14,14,13,10,5,5,15,13,10,5,5,5,16,16,14,14,10,15,15,14,16,5,5,5,15,14
961,10,5,5,5,6,15,8,10,5,5,15,15,16,5,5,15,15,16,5,5,15,15,14,14,5,10,5,14,14,16,5,5,5,14,1,1
962,5,5,15,15,14,5,5,10,15,15,16,16,5,5,15,15,7,7,7,7,7,6,6,5,10,15,14,7,8,10,5,5,15,16,2,5
963,5,15,15,8,8,6,5,15,3,16,16,5,5,15,11,8,12,5,7,7,1,1,5,5,15,15,5,8,8,6,7,3,3,6,5,5
964,14,2,10,5,5,5,15,15,9,5,5,1,15,16,14,5,10,10,14,14,16,10,5,5,14,10,9,14,5,15,16,16,14,5,15,15
965,14,14,6,10,5,14,14,16,10,5,5,15,16,8,5,5,15,15,14,12,5,5,15,14,6,10,5,5,15,16,16,5,5,10,15,14
966,16,5,5,15,15,8,8,12,2,3,16,11,5,5,11,11,14,16,5,5,15,1,8,16,5,15,15,14,14,13,5,5,6,13,9,9
967,5,5,15,16,16,5,5,15,15,14,12,5,5,15,14,16,5,5,15,15,16,12,5,5,15,14,16,5,5,15,15,14,8,5,5,2
968,14,14,10,5,5,14,13,13,5,5,5,15,15,1,5,5,15,15,2,5,5,10,15,15,16,16,5,5,15,15,8,8,8,3,3,14
969,11,10,5,14,15,15,12,5,5,13,13,13,16,5,5,15,15,14,2,10,7,15,15,12,12,5,9,9,15,11,12,5,5,15,15,9
970,14,5,5,15,15,8,12,4,5,15,15,16,16,5,5,15,13,8,8,5,5,15,15,14,16,5,5,15,14,9,9,5,5,14,16,10
971,5,5,14,16,9,5,5,5,15,16,14,5,5,15,14,6,6,5,5,15,13,8,8,5,14,13,4,1,3,5,10,15,14,16,5,6
972,15,15,8,14,7,9,9,5,14,1,10,5,5,15,16,8,8,5,15,15,15,16,16,5,15,15,10,14,5,15,15,15,14,5,9,10
973,15,14,16,10,5,5,5,15,16,16,14,14,6,6,6,14,11,11,10,5,5,5,10,16,16,14,15,7,7,7,7,16,15,15,14,12
974,12,12,12,3,16,16,11,11,9,5,5,5,15,15,9,14,14,6,6,7,7,6,10,10,5,5,15,16,8,8,7,5,2,14,16,16
975,10,5,14,14,10,6,5,5,15,10,14,14,9,5,5,14,16,10,1,14,14,9,10,5,9,5,15,10,14,14,9,9,5,7,1,1
976,1,5,5,14,9,8,8,5,5,5,16,16,16,5,5,5,15,10,16,16,14,15,6,6,14,6,15,15,14,14,6,6,5,5,5,14
977,16,16,8,5,5,5,15,16,16,10,5,5,5,16,16,16,15,7,2,9,6,1,1,15,15,16,10,9,5,5,15,16,16,16,5,14
978,5,10,10,16,16,15,15,2,2,2,2,15,16,16,16,14,9,10,5,16,16,16,15,1,5,5,5,14,16,16,10,5,5,5,16,16
979,11,12,5,5,5,16,16,16,10,5,5,5,16,16,16,10,5,5,5,16,16,16,14,14,9,9,5,5,16,15,15,14,14,2,2,3
980,14,14,1,10,5,14,16,10,10,12,5,5,15,16,16,14,9,5,5,16,16,3,1,1,5,5,16,16,16,15,5,5,5,16,16,16
981,9,5,5,5,16,16,16,15,9,5,5,16,16,16,1,5,5,10,16,16,14,8,6,5,7,7,16,1,1,5,5,15,10,8,8,8
982,7,7,7,7,5,5,10,16,14,10,10,5,5,5,16,16,1,14,5,9,7,16,16,10,5,5,14,15,9,6,5,5,15,15,10,14
983,5,5,15,15,16,8,1,5,5,5,16,10,10,5,5,5,16,16,7,7,7,7,9,16,16,16,8,8,8,6,6,6,6,14,6,6
984,6,5,5,5,15,15,14,14,9,5,5,5,14,16,2,10,5,5,3,15,15,1,5,5,5,15,16,14,8,8,11,3,3,16,16,11
985,14,6,6,6,6,12,16,15,1,1,5,5,9,15,8,8,10,5,14,15,16,9,5,5,15,15,13,12,5,5,15,15,13,6,5,5
986,5,15,16,16,1,5,5,16,16,16,8,5,5,5,15,16,16,10,5,5,5,16,16,9,5,5,5,15,15,15,7,5,5,5,15,16
987,15,8,2,5,1,15,16,16,1,5,5,5,15,16,16,8,5,5,5,16,16,16,10,5,5,5,16,16,13,1,5,5,5,15,16,16
988,14,9,5,5,16,16,16,1,1,5,5,16,16,15,15,1,5,5,16,16,15,15,14,9,5,5,16,16,16,1,1,5,5,5,16,16
989,16,1,1,5,5,16,16,16,15,1,5,5,5,16,15,15,10,8,5,5,15,16,16,14,1,5,5,5,16,16,16,8,5,5,5,16
990,16,16,1,1,5,5,16,16,16,15,1,5,5,16,16,15,13,14,2,6,2,16,15,11,1,1,5,5,15,16,16,10,9,5,5,15
991,16,16,16,8,5,5,5,16,16,15,10,14,5,5,15,16,16,11,1,1,5,5,16,16,16,8,8,8,5,5,16,16,16,1,1,5
992,5,5,16,16,16,1,8,5,5,16,16,15,1,1,15,5,5,16,16,16,10,5,5,5,16,16,16,8,8,5,5,5,16,16,1,9
993,9,5,5,15,16,16,1,1,5,5,15,16,16,8,5,5,5,5,16,16,15,14,5,5,5,16,16,15,1,1,5,5,15,15,16,8
994,8,5,5,5,16,16,16,9,5,5,5,16,16,16,14,9,5,5,5,16,16,15,15,9,5,5,5,15,16,16,1,1,5,5,5,16
995,16,16,1,1,5,5,5,16,16,16,10,1,5,5,5,15,16,16,1,1,1,5,5,16,16,16,10,14,9,5,5,16,16,16,1,1
996,5,5,5,16,16,16,8,8,5,5,5,16,16,16,14,9,5,5,5,16,16,16,1,1,5,5,15,16,16,14,1,1,16,5,14,16
997,16,16,9,5,5,5,15,16,16,16,9,10,5,5,16,16,16,15,9,5,5,5,15,15,15,14,8,5,5,16,15,16,16,1,1,5
998,5,5,16,16,16,1,1,5,5,5,16,16,15,1,8,5,5,5,16,16,16,1,9,5,5,5,16,16,16,1,1,5,5,5,16,16
999,15,15,1,5,5,5,15,15,16,10,10,5,5,5,16,16,16,10,14,5,5,16,16,16,15,1,1,5,5,16,15,16,16,12,5,5
